,player,team,line,stat,league,date,event_time,time,prop_id
802,Woro2k,FORZE,15.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,4bbd0881-c
803,DemQQ,FORZE,18.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,60aa79cf-8
804,sdy,FORZE,17.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,f97b4385-a
805,kRaSnaL,FORZE,16.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,ec15b588-1
806,br0,FORZE,17.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,9097651c-e
807,r3salt,Monte,20.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,52acb88f-2
808,shalfey,Monte,15.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,18c3a6f3-b
809,Krad,Monte,18.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,b55f2a27-5
810,tN1R,Monte,19.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,87cc2803-5
811,leri511,PARIVISION,33.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,15d7a7e1-6
812,TruNiQ,PARIVISION,33.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,9b7f0dbd-e
813,fozil,PARIVISION,31.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,d1976636-0
814,enzero,PARIVISION,27.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,0c3f5017-8
815,Vert,PARIVISION,25.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,943855cf-4
816,BELCHONOKK,Space,33.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,a188a192-e
817,Jerry,Space,30.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,af154fbf-6
818,X5G7V,Space,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,af0f4efa-f
819,xsepower,Space,26.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,fe64e6a6-9
820,Raijin,Space,25.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,7664f7cb-9
821,leri511,PARIVISION,12.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,7dc5ea2d-7
822,TruNiQ,PARIVISION,19.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,c42658f4-8
823,fozil,PARIVISION,19.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,fc839529-4
824,enzero,PARIVISION,17.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,dde0faaf-1
825,Vert,PARIVISION,14.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,f162cbcd-e
826,BELCHONOKK,Space,16.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,ab153c99-2
827,Jerry,Space,15.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,d050d907-7
828,X5G7V,Space,15.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,cfadb199-8
829,xsepower,Space,9.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,ab7e26eb-2
830,Raijin,Space,15.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,06b0647c-3
831,jkaem,Aurora,33.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,b6086abf-1
832,nawwk,Aurora,31.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,bde4f5b8-2
833,CacaNito,Aurora,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,5808d82d-e
834,sense,Aurora,28.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,8cb56196-9
835,kyxsan,Aurora,28.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,58f349b7-d
836,KENSI,Apeks,33.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,07dc9ea3-3
837,Norwi,Apeks,30.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,6e78500d-1
838,lattykk,Apeks,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,60867919-3
839,Lack1,Apeks,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,63b89cbb-e
840,SELLTER,Apeks,27.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,c6843a4b-d
841,jkaem,Aurora,19.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,b4300a50-4
842,nawwk,Aurora,14.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,82c00f10-c
843,CacaNito,Aurora,17.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,ee942a44-1
844,sense,Aurora,15.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,fca337c6-9
845,kyxsan,Aurora,15.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,ecf5d76b-b
846,KENSI,Apeks,18.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,32629cd7-a
847,Norwi,Apeks,16.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,f2f4c144-d
848,lattykk,Apeks,14.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,3675c238-1
849,Lack1,Apeks,15.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,c17be6a3-4
850,SELLTER,Apeks,15.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,87126ed8-c
851,w0nderful,Sangal,35.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,71edc0c1-9
852,Zyphon,Sangal,31.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,521375ea-6
853,cej0t,Sangal,31.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,03ac210b-b
854,spooke,Sangal,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,7a0f1bcd-c
855,raalz,Sangal,26.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,fabe3f04-1
856,kyuubii,Sprout,33.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,5dfbc7b3-e
857,PANIX,Sprout,28.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,45fd9c31-1
858,sausol,Sprout,28.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,14a6bb91-0
859,Yxngstxr,Sprout,26.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,5c389024-5
860,LNZ,Sprout,25.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,992fedbd-5
861,w0nderful,Sangal,15.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,b68abf3f-5
862,Zyphon,Sangal,19.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,11071377-0
863,cej0t,Sangal,19.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,d66f9d42-2
864,spooke,Sangal,19.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,4ab74384-6
865,raalz,Sangal,17.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,727be968-7
866,kyuubii,Sprout,18.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,d980515a-3
867,PANIX,Sprout,10.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,f6c4b5b2-e
868,sausol,Sprout,16.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,34a2eede-3
869,Yxngstxr,Sprout,17.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,91bc44df-9
870,LNZ,Sprout,14.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,94515405-1
871,KWERTZZ,The Prodigies,32.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,958888f8-e
872,oskar,The Prodigies,33.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,0763fede-3
873,SHOCK,The Prodigies,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,5023a284-c
874,ZEDKO,The Prodigies,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,f0af8782-3
875,beastik,The Prodigies,26.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,43d2e4d3-5
876,Gizmy,SINNERS,29.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,fc1ff99d-c
877,P4TriCK,SINNERS,29.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,8bdc3c06-5
878,shield,SINNERS,28.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,8245962f-8
879,consss,SINNERS,25.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,312f6a6d-1
880,krii,SINNERS,26.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,d991e50f-d
881,KWERTZZ,The Prodigies,22.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,223aa37f-5
882,oskar,The Prodigies,12.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,6768591e-a
883,SHOCK,The Prodigies,16.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,ad3273ed-3
884,ZEDKO,The Prodigies,20.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,ecafcd47-0
885,beastik,The Prodigies,15.5,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,96c18617-f
886,Gizmy,SINNERS,18.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,db8c3b41-7
887,P4TriCK,SINNERS,16.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,c1f82d38-9
888,shield,SINNERS,11.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,891bb968-b
889,consss,SINNERS,13.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,c1fd4d56-2
890,krii,SINNERS,17.0,MAPS 1-2 Headshots,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,b8caf3d3-b
891,Peppzor,The Chosen Few,31.5,MAPS 1-2 Kills,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,437c0972-e
892,Sapec,The Chosen Few,30.0,MAPS 1-2 Kills,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,56e7d7c1-9
893,JW,The Chosen Few,30.5,MAPS 1-2 Kills,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,8214dbb1-c
894,HEAP,The Chosen Few,29.0,MAPS 1-2 Kills,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,1cacec87-1
895,SHiNE,The Chosen Few,24.0,MAPS 1-2 Kills,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,b9e97d6a-7
896,Peppzor,The Chosen Few,18.0,MAPS 1-2 Headshots,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,e551ce09-b
897,Sapec,The Chosen Few,17.0,MAPS 1-2 Headshots,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,5daf12da-4
898,JW,The Chosen Few,12.0,MAPS 1-2 Headshots,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,79c65ce0-e
899,HEAP,The Chosen Few,18.5,MAPS 1-2 Headshots,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,2aa6d2b5-d
900,SHiNE,The Chosen Few,14.0,MAPS 1-2 Headshots,265,2023-10-31 13:30:00-05:00,2023-10-31 13:30:00-05:00,2023-10-31 12:21:00,3b2fc20f-9
901,Facundo Batista,Monterrey,1.5,Shots,82,2023-10-31 22:10:00-05:00,2023-10-31 22:10:00-05:00,2023-10-31 12:21:00,f20256b7-f
902,Edgar Mendez,Monterrey,0.5,Shots On Target,82,2023-10-31 22:10:00-05:00,2023-10-31 22:10:00-05:00,2023-10-31 12:21:00,ddd396b7-a
903,Alexis Pena,Monterrey,35.5,Passes Attempted,82,2023-10-31 22:10:00-05:00,2023-10-31 22:10:00-05:00,2023-10-31 12:21:00,f830867b-e
904,Alan Montes,Monterrey,4.0,Clearances,82,2023-10-31 22:10:00-05:00,2023-10-31 22:10:00-05:00,2023-10-31 12:21:00,b274452b-7
